Date,Level,Host,Opponent,Score1,Score2,GameLink,OpponentLink,OpponentID
Unknown,Varsity,The St Peter Catholic Knights,St. Joseph,6,33,https://scorestream.com/game/st-peter-catholic-vs-st-joseph-1524962,https://scorestream.com/team/st-joseph-high-school-jaguars-297361,297361
Unknown,Varsity,The St Peter Catholic Knights,St. Mark Catholic,20,0,https://scorestream.com/game/st-mark-catholic-vs-st-peter-catholic-1473327,https://scorestream.com/team/st-mark-catholic-high-school-lions-298300,298300
Unknown,Varsity,The St Peter Catholic Knights,École Secondaire Catholique Franco-Cité,14,41,https://scorestream.com/game/st-peter-catholic-vs-cole-secondaire-catholique-franco-cit-1473320,https://scorestream.com/team/cole-secondaire-catholique-franco-cit-faucons-291350,291350
Unknown,Varsity,The St Peter Catholic Knights,Immaculata,47,0,https://scorestream.com/game/immaculata-vs-st-peter-catholic-1473315,https://scorestream.com/team/immaculata-high-school-saints-298303,298303
Unknown,Varsity,The St Peter Catholic Knights,Ashbury College,61,20,https://scorestream.com/game/ashbury-college-vs-st-peter-catholic-1473307,https://scorestream.com/team/ashbury-college-colts-279779,279779
Unknown,Varsity,The St Peter Catholic Knights,Colonel By,0,37,https://scorestream.com/game/st-peter-catholic-vs-colonel-by-1473303,https://scorestream.com/team/colonel-by-secondary-school-cougars-298304,298304
Unknown,Varsity,The St Peter Catholic Knights,Nantyr Shores,37,12,https://scorestream.com/game/st-peter-catholic-vs-nantyr-shores-1335929,https://scorestream.com/team/nantyr-shores-secondary-school-tritons-291266,291266
Unknown,Varsity,The Chaminade College Gryphons,Northern,15,22,https://scorestream.com/game/chaminade-college-vs-northern-2091615,https://scorestream.com/team/northern-secondary-school-red-knights-279727,279727
Unknown,Varsity,The Chaminade College Gryphons,Etobicoke Collegiate Institute,22,15,https://scorestream.com/game/chaminade-college-vs-etobicoke-collegiate-institute-2120614,https://scorestream.com/team/etobicoke-collegiate-institute-rams-279712,279712
Unknown,Varsity,The Chaminade College Gryphons,Etobicoke Collegiate Institute,15,22,https://scorestream.com/game/etobicoke-collegiate-institute-vs-chaminade-college-2091611,https://scorestream.com/team/etobicoke-collegiate-institute-rams-279712,279712
Unknown,Varsity,The Chaminade College Gryphons,St Joseph'S,0,0,https://scorestream.com/game/st-josephs-vs-chaminade-college-2029567,https://scorestream.com/team/saint-josephs-collegiate-institute-marauders-277321,277321
Unknown,Varsity,The Chaminade College Gryphons,Central Tech,21,0,https://scorestream.com/game/central-tech-vs-chaminade-college-2091605,https://scorestream.com/team/central-technical-school-blues-279704,279704
Unknown,Varsity,The Chaminade College Gryphons,Richview Collegiate Institute,8,24,https://scorestream.com/game/chaminade-college-vs-richview-collegiate-institute-2081377,https://scorestream.com/team/richview-collegiate-institute-saints-279079,279079
Unknown,Varsity,The Chaminade College Gryphons,Usb Academy,0,0,https://scorestream.com/game/chaminade-college-vs-usb-academy-2091589,https://scorestream.com/team/usb-academy-tbd-292134,292134
Unknown,Varsity,The Chaminade College Gryphons,Usb Academy,13,19,https://scorestream.com/game/usb-academy-vs-chaminade-college-1524864,https://scorestream.com/team/usb-academy-tbd-292134,292134
Unknown,Varsity,The Chaminade College Gryphons,Central Tech,7,23,https://scorestream.com/game/chaminade-college-vs-central-tech-1473624,https://scorestream.com/team/central-technical-school-blues-279704,279704
Unknown,Varsity,The École Secondaire Catholique Franco-Cité Faucons,Lasalle,2,3,https://scorestream.com/game/cole-secondaire-catholique-franco-cit-vs-lasalle-1544838,https://scorestream.com/team/lasalle-secondary-school-lancer-298325,298325
Unknown,Varsity,The École Secondaire Catholique Franco-Cité Faucons,St. Mary,0,3,https://scorestream.com/game/cole-secondaire-catholique-franco-cit-vs-st-mary-1544103,https://scorestream.com/team/st-mary-catholic-high-school-crusaders-281537,281537
Unknown,Varsity,The École Secondaire Catholique Franco-Cité Faucons,Immaculata,3,23,https://scorestream.com/game/cole-secondaire-catholique-franco-cit-vs-immaculata-1524958,https://scorestream.com/team/immaculata-high-school-saints-298303,298303
Unknown,Varsity,The École Secondaire Catholique Franco-Cité Faucons,Glebe Collegiate Institute,0,41,https://scorestream.com/game/cole-secondaire-catholique-franco-cit-vs-glebe-collegiate-institute-1473332,https://scorestream.com/team/glebe-collegiate-institute-gryphons-298301,298301
Unknown,Varsity,The École Secondaire Catholique Franco-Cité Faucons,St. Joseph,27,28,https://scorestream.com/game/st-joseph-vs-cole-secondaire-catholique-franco-cit-1473322,https://scorestream.com/team/st-joseph-high-school-jaguars-297361,297361
Unknown,Varsity,The École Secondaire Catholique Franco-Cité Faucons,Colonel By,13,13,https://scorestream.com/game/cole-secondaire-catholique-franco-cit-vs-colonel-by-1473312,https://scorestream.com/team/colonel-by-secondary-school-cougars-298304,298304
Unknown,Varsity,The École Secondaire Catholique Franco-Cité Faucons,St. Matthew,0,0,https://scorestream.com/game/st-matthew-vs-cole-secondaire-catholique-franco-cit-1473306,https://scorestream.com/team/st-matthew-high-school-tigers-292135,292135
Unknown,Varsity,The École Secondaire Catholique Franco-Cité Faucons,Widdifield,29,13,https://scorestream.com/game/widdifield-vs-cole-secondaire-catholique-franco-cit-1480150,https://scorestream.com/team/widdifield-secondary-school-wildcats-291347,291347
Unknown,Varsity,The École Secondaire Catholique Franco-Cité Faucons,St. Mark Catholic,17,22,https://scorestream.com/game/cole-secondaire-catholique-franco-cit-vs-st-mark-catholic-1473302,https://scorestream.com/team/st-mark-catholic-high-school-lions-298300,298300
Unknown,Varsity,The École Secondaire Catholique Franco-Cité Faucons,Chippewa,0,0,https://scorestream.com/game/cole-secondaire-catholique-franco-cit-vs-chippewa-1483195,https://scorestream.com/team/chippewa-secondary-school-raiders-298447,298447
Unknown,Varsity,The Glebe Collegiate Institute Gryphons,École Secondaire Catholique Franco-Cité,0,39,https://scorestream.com/game/cole-secondaire-catholique-franco-cit-vs-glebe-collegiate-institute-2074549,https://scorestream.com/team/cole-secondaire-catholique-franco-cit-faucons-291350,291350
Unknown,Varsity,The Glebe Collegiate Institute Gryphons,David And Mary Thomson Collegiate Institute,31,7,https://scorestream.com/game/david-and-mary-thomson-collegiate-institute-vs-glebe-collegiate-institute-1966751,https://scorestream.com/team/david-and-mary-thomson-collegiate-institute-titans-279706,279706
Unknown,Varsity,The Glebe Collegiate Institute Gryphons,Stouffville District,19,0,https://scorestream.com/game/stouffville-district-vs-glebe-collegiate-institute-1966302,https://scorestream.com/team/stouffville-district-secondary-school-spartans-301253,301253
Unknown,Varsity,The Glebe Collegiate Institute Gryphons,St. Matthew,56,0,https://scorestream.com/game/glebe-collegiate-institute-vs-st-matthew-1473324,https://scorestream.com/team/st-matthew-high-school-tigers-292135,292135
Unknown,Varsity,The Glebe Collegiate Institute Gryphons,St. Mark Catholic,0,30,https://scorestream.com/game/st-mark-catholic-vs-glebe-collegiate-institute-1473319,https://scorestream.com/team/st-mark-catholic-high-school-lions-298300,298300
Unknown,Varsity,The Glebe Collegiate Institute Gryphons,Ashbury College,0,0,https://scorestream.com/game/glebe-collegiate-institute-vs-ashbury-college-1473311,https://scorestream.com/team/ashbury-college-colts-279779,279779
Unknown,Varsity,The Glebe Collegiate Institute Gryphons,Immaculata,27,20,https://scorestream.com/game/immaculata-vs-glebe-collegiate-institute-1473305,https://scorestream.com/team/immaculata-high-school-saints-298303,298303
Unknown,Varsity,The Napanee District Hawks,Regiopolis-Notre Dame,51,0,https://scorestream.com/game/napanee-district-vs-regiopolis-notre-dame-1464891,https://scorestream.com/team/regiopolis-notre-dame-panthers-283159,283159
Unknown,Varsity,The Napanee District Hawks,Ernestown,1,21,https://scorestream.com/game/napanee-district-vs-ernestown-1490623,https://scorestream.com/team/ernestown-secondary-school-eagles-298007,298007
Unknown,Varsity,The Napanee District Hawks,Frontenac,0,2,https://scorestream.com/game/frontenac-vs-napanee-district-1464882,https://scorestream.com/team/frontenac-secondary-school-falcons-282916,282916
Unknown,Varsity,The Napanee District Hawks,Sydenham,21,10,https://scorestream.com/game/napanee-district-vs-sydenham-1464871,https://scorestream.com/team/sydenham-high-school-golden-eagles-283158,283158
Unknown,Varsity,The Holy Trinity Catholic Titans,Mckinnon Park,22,11,https://scorestream.com/game/holy-trinity-catholic-vs-mckinnon-park-1507263,https://scorestream.com/team/mckinnon-park-secondary-school-blue-devils-292112,292112
Unknown,Varsity,The Holy Trinity Catholic Titans,Pickering,35,13,https://scorestream.com/game/pickering-vs-holy-trinity-catholic-1507239,https://scorestream.com/team/pickering-high-school-trojans-273578,273578
Unknown,Varsity,The Holy Trinity Catholic Titans,Ud Jesuit,56,8,https://scorestream.com/game/holy-trinity-catholic-vs-ud-jesuit-879850,https://scorestream.com/team/university-of-detroit-jesuit-high-school-cubs-243391,243391
Unknown,Varsity,The St. Mark Catholic Lions,St Anne'S Catholic,5,2,https://scorestream.com/game/st-mark-catholic-vs-st-annes-catholic-1882300,https://scorestream.com/team/st-annes-catholic-eagles-296275,296275
Unknown,Varsity,The St. Mark Catholic Lions,Timmins High And Voc,4,1,https://scorestream.com/game/st-mark-catholic-vs-timmins-high-and-voc-1881993,https://scorestream.com/team/timmins-high-and-vocational-school-lions-300685,300685
Unknown,Varsity,The St. Mark Catholic Lions,St Peter Catholic,36,0,https://scorestream.com/game/st-mark-catholic-vs-st-peter-catholic-1540073,https://scorestream.com/team/st-peter-catholic-high-school-knights-279110,279110
Unknown,Varsity,The St. Mark Catholic Lions,Philemon Wright,25,23,https://scorestream.com/game/philemon-wright-vs-st-mark-catholic-1524963,https://scorestream.com/team/philemon-wright-high-school-falcons-291529,291529
Unknown,Varsity,The St. Mark Catholic Lions,Colonel By,18,9,https://scorestream.com/game/colonel-by-vs-st-mark-catholic-1473323,https://scorestream.com/team/colonel-by-secondary-school-cougars-298304,298304
Unknown,Varsity,The St. Mark Catholic Lions,Holy Trinity Catholic (Kanata),21,0,https://scorestream.com/game/holy-trinity-catholic-high-school-kanata-vs-st-mark-catholic-1473313,https://scorestream.com/team/holy-trinity-catholic-high-school-kanata-tornadoes-298302,298302
Unknown,Varsity,The Sir Wilfrid Laurier Rams,Medway,35,24,https://scorestream.com/game/medway-vs-sir-wilfrid-laurier-1518595,https://scorestream.com/team/medway-high-school-cowboys-290975,290975
Unknown,Varsity,The Sir Wilfrid Laurier Rams,Clarke Road,8,27,https://scorestream.com/game/sir-wilfrid-laurier-vs-clarke-road-1507673,https://scorestream.com/team/clarke-road-secondary-school-trojans-291129,291129
Unknown,Varsity,The Sir Wilfrid Laurier Rams,Saunders,34,3,https://scorestream.com/game/saunders-vs-sir-wilfrid-laurier-1499786,https://scorestream.com/team/saunders-secondary-school-sabres-290973,290973
Unknown,Varsity,The Sir Wilfrid Laurier Rams,London Central,61,0,https://scorestream.com/game/london-central-vs-sir-wilfrid-laurier-1465046,https://scorestream.com/team/london-central-secondary-school-golden-ghosts-291203,291203
Unknown,Varsity,The Sir Wilfrid Laurier Rams,London South Collegiate Institute,7,35,https://scorestream.com/game/london-south-collegiate-institute-vs-sir-wilfrid-laurier-1465039,https://scorestream.com/team/london-south-collegiate-institute-lion-279843,279843
Unknown,Varsity,The Sir Wilfrid Laurier Rams,Glendale,0,25,https://scorestream.com/game/sir-wilfrid-laurier-vs-glendale-1465030,https://scorestream.com/team/glendale-high-school-gemini-291191,291191
Unknown,Varsity,The Sir Wilfrid Laurier Rams,Oakridge,7,41,https://scorestream.com/game/sir-wilfrid-laurier-vs-oakridge-1465021,https://scorestream.com/team/oakridge-secondary-school-oak-leafs-273577,273577
Unknown,Varsity,The Stoneman Douglas Eagles,Taravella,66,61,https://scorestream.com/game/taravella-vs-stoneman-douglas-5906872,https://scorestream.com/team/taravella-trojans-3923,3923
Unknown,Varsity,The Stoneman Douglas Eagles,Coconut Creek,6,34,https://scorestream.com/game/coconut-creek-vs-stoneman-douglas-5860617,https://scorestream.com/team/coconut-creek-cougars-3748,3748
Unknown,Varsity,The Stoneman Douglas Eagles,Coral Springs Charter,6,28,https://scorestream.com/game/stoneman-douglas-vs-coral-springs-charter-5860400,https://scorestream.com/team/coral-springs-charter-panthers-3738,3738
Unknown,Varsity,The Stoneman Douglas Eagles,Cypress Bay,40,7,https://scorestream.com/game/stoneman-douglas-vs-cypress-bay-5828891,https://scorestream.com/team/cypress-bay-lightning-3770,3770
Unknown,Varsity,The Stoneman Douglas Eagles,Alonso,0,5,https://scorestream.com/game/stoneman-douglas-vs-alonso-5752540,https://scorestream.com/team/alonso-ravens-3661,3661
Unknown,Varsity,The Stoneman Douglas Eagles,West Boca Raton,0,32,https://scorestream.com/game/stoneman-douglas-vs-west-boca-raton-5724008,https://scorestream.com/team/west-boca-raton-bulls-242435,242435
Unknown,Varsity,The Stoneman Douglas Eagles,Cooper City,0,48,https://scorestream.com/game/stoneman-douglas-vs-cooper-city-5711326,https://scorestream.com/team/cooper-city-cowboys-3752,3752
Unknown,Varsity,The Stoneman Douglas Eagles,North Broward Prep,0,0,https://scorestream.com/game/stoneman-douglas-vs-north-broward-prep-5693925,https://scorestream.com/team/north-broward-prep-eagles-265492,265492
Unknown,Varsity,The Stoneman Douglas Eagles,St. Thomas Aquinas,3,1,https://scorestream.com/game/st-thomas-aquinas-vs-stoneman-douglas-5694951,https://scorestream.com/team/st-thomas-aquinas-fl-raiders-242459,242459
Unknown,Varsity,The Stoneman Douglas Eagles,Western,7,8,https://scorestream.com/game/stoneman-douglas-vs-western-5684477,https://scorestream.com/team/western-fl-wildcats-4275,4275
Unknown,Varsity,The Stoneman Douglas Eagles,Westminster Academy,4,8,https://scorestream.com/game/stoneman-douglas-vs-westminster-academy-5684315,https://scorestream.com/team/westminster-academy-lions-242460,242460
Unknown,Varsity,The Stoneman Douglas Eagles,Coral Glades,40,0,https://scorestream.com/game/coral-glades-vs-stoneman-douglas-5683230,https://scorestream.com/team/coral-glades-jaguars-3754,3754
Unknown,Varsity,The Stoneman Douglas Eagles,Olympic Heights,25,0,https://scorestream.com/game/olympic-heights-vs-stoneman-douglas-5681415,https://scorestream.com/team/olympic-heights-lions-4073,4073
Unknown,Varsity,The Stoneman Douglas Eagles,Ed White,15,10,https://scorestream.com/game/ed-white-vs-stoneman-douglas-5670251,https://scorestream.com/team/ed-white-commanders-3814,3814
Unknown,Varsity,The Stoneman Douglas Eagles,West Boca Raton,0,4,https://scorestream.com/game/stoneman-douglas-vs-west-boca-raton-5659106,https://scorestream.com/team/west-boca-raton-bulls-242435,242435
